record_id,timestamp_ms,data_origin,scenario_family,scenario_variant_id,datetime_bahrain,date,data_source,hour_of_day,day_of_week,is_weekend,sample_count,avg_temperature,avg_humidity,avg_sound_raw,motion_count,bright_count,smoke_count,noise_count,high_temp_count,occupancy_score,switch_avg_power_W,switch_peak_power_W,switch_energy_kWh,ac_avg_power_W,ac_peak_power_W,ac_energy_kWh,total_avg_power_W,total_peak_power_W,total_energy_kWh,total_cost_BHD,tariff_BHD_per_kWh,sensor_freshness_age_seconds,breaker_freshness_age_seconds,hub_freshness_age_seconds,ac_on_flag,socket_on_flag,command_count_last_hour,command_failure_count_last_hour,synthetic_same_hour_energy_avg_hint,synthetic_rolling_energy_avg_hint,synthetic_same_hour_power_avg_hint,synthetic_rolling_power_avg_hint,is_night,is_morning,is_evening,is_working_hour,is_sleep_hour,day_part,previous_hour_total_energy_kWh,previous_hour_total_avg_power_W,previous_hour_total_peak_power_W,energy_delta_from_previous_hour,power_delta_from_previous_hour,rolling_3h_energy_avg,rolling_3h_power_avg,rolling_6h_energy_avg,rolling_6h_power_avg,rolling_24h_energy_avg,rolling_24h_power_avg,rolling_3h_energy_std,rolling_3h_power_std,rolling_24h_energy_std,rolling_24h_power_std,same_hour_7day_energy_avg,same_hour_7day_power_avg,same_hour_7day_energy_std,same_hour_7day_power_std,energy_z_score_24h,power_z_score_24h,same_hour_energy_z_score,same_hour_power_z_score,motion_rate,bright_rate,noise_rate,smoke_rate,high_temp_rate,minutes_since_motion,sensor_stale_flag,breaker_stale_flag,hub_offline_flag,device_on_count,ac_state_duration_minutes,socket_state_duration_minutes,high_power_duration_minutes,empty_room_duration_minutes,occupancy_power_mismatch_score,routine_score_for_hour,routine_deviation_score,label_rule_version,waste_event,anomaly_label,recommendation_type,next_hour_total_energy_kWh,next_hour_total_cost_BHD,split
synthetic_normal_usage_0010_1770784800000,1770784800000,synthetic_scenario,normal_usage,normal_usage_0010,2026-02-11T07:40:00+03:00,2026-02-11,synthetic_hourly_summary,7,Wednesday,False,101,29.43,47.877,124.968,75,16,0,5,0,0.7448,0.766,1.094,0.00047,56.586,79.984,0.034693,58.444,87.863,0.035832,0.001147,0.032,11.0,55.0,88.0,1,0,3,0,0.034673,0.039267,70.051,62.124,False,True,False,False,False,morning,0.007334,12.948,14.891,0.028498000000000002,45.496,0.036818333333333335,59.065666666666665,0.03294866666666667,50.96783333333334,0.039267,62.124,0.029989667326153074,46.43162138385147,0.007853400000000002,12.424800000000001,0.034673,70.051,0.00624114,12.60918,-0.43739017495606997,-0.2961818298886098,0.18570325293135553,-0.9205198117561966,0.7425742574257426,0.15841584158415842,0.04950495049504951,0.0,0.0,0.0,False,False,False,1,60.0,0.0,0.0,0.0,0.074574544,0.6931600627479344,0.30683993725206554,weak_rules_v2,False,normal,keep_monitoring,0.073228,0.002343,train
synthetic_normal_usage_0010_1770788400000,1770788400000,synthetic_scenario,normal_usage,normal_usage_0010,2026-02-11T08:40:00+03:00,2026-02-11,synthetic_hourly_summary,8,Wednesday,False,125,27.288,60.238,369.329,74,56,0,5,0,0.5938,18.05,26.361,0.017321,58.259,75.779,0.055907,76.309,97.877,0.073228,0.002343,0.032,67.0,11.0,32.0,1,1,2,0,0.045754,0.034342,37.295,45.464,False,True,False,True,False,morning,0.035832,58.444,87.863,0.037396,17.864999999999995,0.038798,49.233666666666664,0.04399733333333333,60.38333333333333,0.034342,45.464,0.03304697680575335,32.66920201555791,0.0068684,9.0928,0.045754,37.295,0.00823572,6.7131,5.661580571894474,3.392244413162062,3.335956054844021,5.811622052404998,0.592,0.448,0.04,0.0,0.0,0.0,False,False,False,2,120.0,60.0,0.0,0.0,0.15498357899999998,0.0,1.0,weak_rules_v2,True,unusual_same_hour_usage,review_unusual_usage,0.168641,0.005397,train
synthetic_routine_anomaly_0033_1770950400000,1770950400000,synthetic_scenario,routine_anomaly,routine_anomaly_0033,2026-02-13T05:40:00+03:00,2026-02-13,synthetic_hourly_summary,5,Friday,True,139,29.593,53.992,824.926,13,82,0,0,0,0.0978,28.116,42.059,0.023582,172.952,217.222,0.14506,201.069,252.509,0.168641,0.005397,0.032,49.0,17.0,44.0,1,1,3,0,0.088923,0.066942,95.138,129.182,True,True,False,False,True,morning,0.073228,76.309,97.877,0.09541300000000001,124.75999999999999,0.092567,111.94066666666667,0.06785733333333334,86.154,0.066942,129.182,0.06848397849862405,77.70253797871297,0.013388400000000002,25.836399999999998,0.088923,95.138,0.01600614,17.12484,7.596053299871531,2.782392283754703,4.980463747037076,6.185809619243157,0.09352517985611511,0.5899280575539568,0.0,0.0,0.0,0.0,False,False,False,2,180.0,120.0,60.0,60.0,0.9022,0.0,1.0,weak_rules_v2,True,ac_running_empty_room,turn_off_or_adjust_ac,0.177107,0.005667,train
synthetic_routine_anomaly_0033_1770954000000,1770954000000,synthetic_scenario,routine_anomaly,routine_anomaly_0033,2026-02-13T06:40:00+03:00,2026-02-13,synthetic_hourly_summary,6,Friday,True,108,24.444,42.946,407.734,4,15,0,9,0,0.0459,15.153,18.051,0.01222,196.424,236.429,0.158404,219.616,306.809,0.177107,0.005667,0.032,9.0,19.0,50.0,1,1,0,0,0.074675,0.083625,84.359,106.988,False,True,False,False,False,morning,0.168641,201.069,252.509,0.008465999999999974,18.547000000000025,0.13965866666666668,165.66466666666665,0.0882385,112.36516666666667,0.083625,106.988,0.05768616293647319,77.93795080917467,0.016725,21.3976,0.074675,84.359,0.0134415,15.184619999999999,5.589357249626307,5.263580962350918,7.620578060484319,8.90749982548131,0.037037037037037035,0.1388888888888889,0.08333333333333333,0.0,0.0,0.0,False,False,False,2,240.0,180.0,120.0,120.0,0.9541,0.0,1.0,weak_rules_v2,True,ac_running_empty_room,turn_off_or_adjust_ac,0.16028,0.005129,train
synthetic_routine_anomaly_0033_1770957600000,1770957600000,synthetic_scenario,routine_anomaly,routine_anomaly_0033,2026-02-13T07:40:00+03:00,2026-02-13,synthetic_hourly_summary,7,Friday,True,179,30.555,59.795,431.712,50,107,0,6,26,0.2834,33.192,44.633,0.02656,164.383,188.631,0.131537,200.302,321.116,0.16028,0.005129,0.032,41.0,57.0,23.0,1,1,2,0,0.060089,0.087483,86.31,114.422,False,True,False,False,False,morning,0.177107,219.616,306.809,-0.01682699999999998,-19.31400000000002,0.16867600000000002,206.99566666666666,0.10373700000000001,128.11466666666666,0.087483,114.422,0.008413554599573131,10.936255407283108,0.0174966,22.8844,0.060089,86.31,0.010816019999999999,15.5358,4.160636923745185,3.7527748160318817,9.263204025140487,7.337375609881692,0.27932960893854747,0.5977653631284916,0.0335195530726257,0.0,0.1452513966480447,0.0,False,False,False,2,300.0,240.0,180.0,0.0,0.7166,0.0,1.0,weak_rules_v2,True,unusual_same_hour_usage,review_unusual_usage,0.13377,0.004281,train
synthetic_routine_anomaly_0033_1770961200000,1770961200000,synthetic_scenario,routine_anomaly,routine_anomaly_0033,2026-02-13T08:40:00+03:00,2026-02-13,synthetic_hourly_summary,8,Friday,True,68,28.182,71.722,345.936,27,59,0,5,0,0.4004,51.651,67.681,0.03867,124.304,166.657,0.093065,178.672,260.743,0.13377,0.004281,0.032,10.0,29.0,76.0,1,1,1,0,0.064023,0.042216,81.414,126.074,False,True,False,False,False,morning,0.16028,200.302,321.116,-0.026510000000000006,-21.629999999999995,0.15705233333333332,199.53,0.12480966666666667,155.73533333333333,0.042216,126.074,0.0218480494857855,20.48291414813811,0.0084432,25.2148,0.064023,81.414,0.011524139999999999,14.65452,10.843519044911881,2.0859971128067643,6.052252055250978,6.6367236866168255,0.39705882352941174,0.8676470588235294,0.07352941176470588,0.0,0.0,0.0,False,False,False,2,360.0,300.0,240.0,0.0,0.535658656,0.0,1.0,weak_rules_v2,True,unusual_same_hour_usage,review_unusual_usage,0.001923,6.2e-05,train
synthetic_low_usage_normal_0008_1771144800000,1771144800000,synthetic_scenario,low_usage_normal,low_usage_normal_0008,2026-02-15T11:40:00+03:00,2026-02-15,synthetic_hourly_summary,11,Sunday,False,156,23.436,29.527,560.314,43,22,0,10,0,0.2774,0.942,1.193,0.000609,0.0,0.0,0.0,2.977,4.399,0.001923,6.2e-05,0.032,26.0,69.0,50.0,0,0,2,0,0.002,0.002327,3.561,3.058,False,True,False,True,False,morning,0.13377,178.672,260.743,-0.131847,-175.695,0.09865766666666669,127.317,0.11915816666666666,146.4908333333333,0.002327,3.058,0.08481681334696166,108.22333817157923,0.002,3.0,0.002,3.561,0.002,3.0,-0.20200000000000004,-0.026999999999999986,-0.03850000000000001,-0.19466666666666668,0.27564102564102566,0.14102564102564102,0.0641025641025641,0.0,0.0,0.0,False,False,False,0,0.0,0.0,0.0,0.0,0.010755901,0.9351111111111111,0.0648888888888889,weak_rules_v2,False,low_usage_normal,keep_monitoring,0.010447,0.000334,train
synthetic_low_usage_normal_0008_1771148400000,1771148400000,synthetic_scenario,low_usage_normal,low_usage_normal_0008,2026-02-15T12:40:00+03:00,2026-02-15,synthetic_hourly_summary,12,Sunday,False,60,29.749,58.354,513.203,27,51,0,0,0,0.4523,4.093,5.985,0.003861,4.218,4.706,0.003978,11.078,14.841,0.010447,0.000334,0.032,57.0,17.0,61.0,0,0,2,0,0.007867,0.008782,5.28,9.742,False,False,False,True,False,afternoon,0.001923,2.977,4.399,0.008524,8.100999999999999,0.04871333333333333,64.24233333333333,0.10869466666666666,135.619,0.008782,9.742,0.07378442960634266,99.18174232354124,0.002,3.0,0.007867,5.28,0.002,3.0,0.8324999999999999,0.44533333333333286,1.2899999999999994,1.9326666666666663,0.45,0.85,0.0,0.0,0.0,0.0,False,False,False,0,0.0,0.0,0.0,0.0,0.030337103,0.35577777777777786,0.6442222222222221,weak_rules_v2,False,normal,keep_monitoring,0.003084,9.9e-05,train
synthetic_low_usage_normal_0008_1771152000000,1771152000000,synthetic_scenario,low_usage_normal,low_usage_normal_0008,2026-02-15T13:40:00+03:00,2026-02-15,synthetic_hourly_summary,13,Sunday,False,170,30.955,60.942,382.06,2,101,0,18,25,0.0125,2.267,2.904,0.001537,2.283,2.636,0.001547,4.549,6.455,0.003084,9.9e-05,0.032,18.0,25.0,66.0,0,0,0,0,0.003081,0.003121,4.579,3.675,False,False,False,True,False,afternoon,0.010447,11.078,14.841,-0.007363,-6.528999999999999,0.005151333333333333,6.201333333333333,0.08110183333333333,102.86566666666668,0.003121,3.675,0.004622774527633207,4.295835696733888,0.002,3.0,0.003081,4.579,0.002,3.0,-0.01850000000000007,0.2913333333333335,0.0014999999999999823,-0.009999999999999787,0.011764705882352941,0.5941176470588235,0.10588235294117647,0.0,0.14705882352941177,0.0,False,False,False,0,0.0,0.0,0.0,60.0,0.022460687500000003,0.9966666666666667,0.0033333333333332624,weak_rules_v2,False,high_temperature_comfort,verify_occupancy,0.002585,8.3e-05,train
synthetic_low_usage_normal_0008_1771155600000,1771155600000,synthetic_scenario,low_usage_normal,low_usage_normal_0008,2026-02-15T14:40:00+03:00,2026-02-15,synthetic_hourly_summary,14,Sunday,False,147,29.832,63.0,356.199,18,108,0,17,0,0.1244,0.558,0.679,0.000415,2.123,2.123,0.001579,3.475,3.475,0.002585,8.3e-05,0.032,7.0,64.0,35.0,0,0,2,0,0.002115,0.002,2.188,3.779,False,False,False,True,False,afternoon,0.003084,4.549,6.455,-0.0004989999999999999,-1.0740000000000003,0.005371999999999999,6.367333333333334,0.052014833333333337,66.84216666666667,0.002,3.779,0.004402155040432026,4.114748392469839,0.002,3.0,0.002115,2.188,0.002,3.0,0.2925,-0.10133333333333328,0.23499999999999996,0.429,0.12244897959183673,0.7346938775510204,0.11564625850340136,0.0,0.0,0.0,False,False,False,0,0.0,0.0,0.0,120.0,0.015213550000000003,0.857,0.143,weak_rules_v2,False,low_usage_normal,keep_monitoring,0.170252,0.005448,train
synthetic_routine_anomaly_0013_1771177200000,1771177200000,synthetic_scenario,routine_anomaly,routine_anomaly_0013,2026-02-15T20:40:00+03:00,2026-02-15,synthetic_hourly_summary,20,Sunday,False,85,30.267,41.417,141.943,7,17,0,4,12,0.0917,29.463,42.459,0.01803,244.082,386.211,0.14937,278.205,398.444,0.170252,0.005448,0.032,18.0,29.0,34.0,1,1,1,0,0.101597,0.121608,152.704,109.963,False,False,True,False,False,evening,0.002585,3.475,3.475,0.16766699999999998,274.72999999999996,0.05864033333333333,95.40966666666667,0.05367683333333333,79.82600000000001,0.121608,109.963,0.09665886070264502,158.30631315690894,0.0243216,21.9926,0.101597,152.704,0.018287460000000002,27.486720000000002,2.000032892572857,7.649936796922601,3.7542119025824237,4.565877631088758,0.08235294117647059,0.2,0.047058823529411764,0.0,0.1411764705882353,0.0,False,False,False,2,60.0,60.0,60.0,180.0,0.9083,0.0,1.0,weak_rules_v2,True,ac_running_empty_room,turn_off_or_adjust_ac,0.048455,0.001551,train
synthetic_smoke_gas_0015_1771177200000,1771177200000,synthetic_scenario,smoke_gas,smoke_gas_0015,2026-02-15T20:40:00+03:00,2026-02-15,synthetic_hourly_summary,20,Sunday,False,65,27.563,58.517,378.417,25,53,5,1,0,0.387,21.955,27.832,0.01451,49.278,73.839,0.032568,73.317,112.486,0.048455,0.001551,0.032,51.0,76.0,15.0,1,1,1,0,0.033805,0.042549,80.671,61.313,False,False,True,False,False,evening,0.170252,278.205,398.444,-0.12179699999999999,-204.88799999999998,0.073764,118.33233333333334,0.03945766666666666,62.266833333333324,0.042549,61.313,0.08665139833262935,142.78980496286604,0.0085098,12.2626,0.033805,80.671,0.0060849,14.52078,0.6940233613010883,0.9789114869603501,2.4075991388519116,-0.5064466233907554,0.38461538461538464,0.8153846153846154,0.015384615384615385,0.07692307692307693,0.0,0.0,False,False,False,2,120.0,120.0,0.0,0.0,0.22471660499999996,0.8311844588697482,0.1688155411302518,weak_rules_v2,False,smoke_gas_safety,check_smoke_gas_sensor,0.015592,0.000499,train
synthetic_smoke_gas_0015_1771180800000,1771180800000,synthetic_scenario,smoke_gas,smoke_gas_0015,2026-02-15T21:40:00+03:00,2026-02-15,synthetic_hourly_summary,21,Sunday,False,75,28.44,59.455,331.233,21,22,11,7,0,0.2882,23.208,40.691,0.010436,8.384,10.856,0.00377,34.675,42.697,0.015592,0.000499,0.032,13.0,75.0,42.0,0,1,1,0,0.017302,0.012025,28.52,43.869,False,False,True,False,False,evening,0.048455,73.317,112.486,-0.032862999999999996,-38.641999999999996,0.07809966666666666,128.73233333333334,0.04173583333333333,67.54983333333332,0.012025,43.869,0.08148026507279744,130.88108954823582,0.002405,8.7738,0.017302,28.52,0.00311436,5.1335999999999995,1.4831600831600835,-1.0478925892999615,-0.5490694717373719,1.1989636901979115,0.28,0.29333333333333333,0.09333333333333334,0.14666666666666667,0.0,0.0,False,False,False,1,0.0,180.0,0.0,0.0,0.12340832499999999,0.6003454366006962,0.39965456339930383,weak_rules_v2,False,smoke_gas_safety,check_smoke_gas_sensor,0.12967,0.004149,train
synthetic_routine_anomaly_0013_1771180800000,1771180800000,synthetic_scenario,routine_anomaly,routine_anomaly_0013,2026-02-15T21:40:00+03:00,2026-02-15,synthetic_hourly_summary,21,Sunday,False,64,25.018,57.24,511.169,16,35,0,7,0,0.2656,13.112,17.932,0.010525,146.35,149.953,0.117475,161.542,212.539,0.12967,0.004149,0.032,65.0,78.0,32.0,1,1,1,0,0.04219,0.068695,59.435,79.688,False,False,True,False,False,evening,0.015592,34.675,42.697,0.11407800000000001,126.867,0.06457233333333333,89.84466666666667,0.06160633333333334,92.62716666666665,0.068695,79.688,0.058722004788097415,65.02831495843431,0.013739000000000001,15.937600000000002,0.04219,59.435,0.0075942,10.6983,4.438095931290487,5.1359050296154996,11.519317373785258,9.544226652832693,0.25,0.546875,0.109375,0.0,0.0,0.0,False,False,False,2,60.0,240.0,60.0,0.0,0.593182224,0.0,1.0,weak_rules_v2,True,unusual_same_hour_usage,review_unusual_usage,0.031586,0.001011,train
